kind|key|style|attack_anim|launch_spotanim|travel_spotanim|impact_spotanim|projectile_model|projectile_anim|hit_delay|client_delay|proj_start_height|proj_end_height|proj_delay|proj_angle|proj_length_adjustment|proj_progress|proj_step_multiplier|note|projectile_count|alt_proj_start_height|alt_proj_end_height|alt_proj_delay|alt_proj_angle|alt_proj_length_adjustment|alt_proj_progress|alt_proj_step_multiplier|aux_travel_spotanim|aux_impact_spotanim|aux_projectile_model|aux_projectile_anim|impact_on_last_only|double_launch_spotanim|stance_idx|attack_key|launch_gfx_height|impact_gfx_height|impact_gfx_delay|impact_gfx_rotation|primitive_type|source_attachment|target_attachment|launch_attachment|impact_attachment|authority
item|12768|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:darkbow_white:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12768|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:darkbow_white:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12773|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip_lava:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12773|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip_lava:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12773|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip_lava:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12774|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip_ice:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12774|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip_ice:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12774|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip_ice:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12788|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:magic_shortbow_i:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12788|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:magic_shortbow_i:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12788|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:magic_shortbow_i:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12795|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:steam_battlestaff_pretty:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12795|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:steam_battlestaff_pretty:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12795|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:steam_battlestaff_pretty:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12796|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:mystic_steam_battlestaff_pretty:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12796|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:mystic_steam_battlestaff_pretty:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12796|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:mystic_steam_battlestaff_pretty:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12797|crush|400|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_pickaxe_pretty:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|12797|stab|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_pickaxe_pretty:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12797|stab|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_pickaxe_pretty:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12797|stab|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_pickaxe_pretty:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12808|crush|7054|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|12808|slash|7045|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12808|slash|7045|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12808|slash|7055|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12809|crush|7054|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword_degraded:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|12809|slash|7045|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword_degraded:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12809|slash|7045|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword_degraded:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12809|slash|7055|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blessed_saradomin_sword_degraded:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12848|crush|1665|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:granite_maul_pretty:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12848|crush|1665|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:granite_maul_pretty:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12848|crush|1665|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:granite_maul_pretty:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12899|magic|1167|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_tots_charged:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12899|magic|1167|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_tots_charged:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12899|magic|1167|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_tots_charged:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12900|magic|1167|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_tots_uncharged:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12900|magic|1167|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_tots_uncharged:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12900|magic|1167|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_tots_uncharged:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12902|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_sotd:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12902|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_sotd:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12902|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_sotd:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12904|crush|419|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_sotd_charged:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|12904|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_sotd_charged:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12904|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:toxic_sotd_charged:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12926|ranged|5061|-|-|-|-|-|2|2|163|146|32|15|0|11|5|rsmod:toxic_blowpipe_loaded:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|12926|ranged|5061|-|-|-|-|-|2|2|163|146|32|15|0|11|5|rsmod:toxic_blowpipe_loaded:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|12926|ranged|5061|-|-|-|-|-|2|2|163|146|32|15|0|11|5|rsmod:toxic_blowpipe_loaded:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13079|crush|422|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:magic_strung_lyre_5:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13079|crush|422|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:magic_strung_lyre_5:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13079|crush|423|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:magic_strung_lyre_5:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13080|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_new:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13080|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_new:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13080|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_new:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13081|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_1000:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13081|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_1000:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13081|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_1000:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13082|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_900:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13082|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_900:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13082|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_900:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13083|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_800:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13083|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_800:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13083|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_800:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13084|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_700:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13084|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_700:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13084|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_700:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13085|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_600:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13085|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_600:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13085|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_600:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13086|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_500:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13086|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_500:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13086|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_500:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13087|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_400:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13087|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_400:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13087|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_400:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13088|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_300:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13088|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_300:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13088|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_300:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13089|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_200:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13089|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_200:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13089|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_200:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13090|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_100:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13090|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_100:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13090|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:nzone_crystal_halberd_100:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13108|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_easy:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|13108|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_easy:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13108|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_easy:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13108|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_easy:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13109|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_medium:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|13109|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_medium:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13109|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_medium:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13109|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_medium:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13110|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_hard:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|13110|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_hard:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13110|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_hard:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13110|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_hard:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13111|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_elite:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|13111|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_elite:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13111|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_elite:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13111|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:wilderness_sword_elite:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13141|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_easy:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13141|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_easy:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13141|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_easy:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13142|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_medium:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13142|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_medium:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13142|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_medium:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13143|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_hard:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13143|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_hard:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13143|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_hard:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13144|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_elite:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13144|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_elite:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13144|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:western_banner_elite:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13241|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:infernal_axe:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|13241|slash|395|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:infernal_axe:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|13241|slash|395|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:infernal_axe:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|13241|slash|395|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:infernal_axe:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|13242|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:infernal_axe_empty:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
